,Ceftazidim,Ciprofloxacin,Gentamicin
17742,25.0,28.0,21.0
17743,28.0,6.0,6.0
17744,28.0,40.0,24.0
17745,28.0,32.0,23.0
17746,28.0,37.0,24.0
17747,28.0,33.0,21.0
17748,29.0,38.0,24.0
17749,27.0,38.0,24.0
17750,30.0,40.0,24.0
17751,28.0,28.0,20.0
17752,27.0,38.0,24.0
17753,30.0,6.0,6.0
17754,29.0,40.0,26.0
17755,30.0,38.0,23.0
17756,25.0,33.0,22.0
17757,28.0,37.0,24.0
17758,30.0,43.0,24.0
17759,29.0,38.0,22.0
17760,30.0,38.0,24.0
17761,26.0,6.0,24.0
17762,27.0,40.0,25.0
17763,29.0,38.0,24.0
17764,16.0,6.0,23.0
17765,29.0,29.0,23.0
17766,14.0,24.0,8.0
17767,27.0,28.0,10.0
17768,24.0,32.0,20.0
17769,29.0,34.0,19.0
17770,29.0,35.0,20.0
17771,24.0,33.0,19.0
17772,24.0,38.0,19.0
17773,25.0,34.0,20.0
17774,27.0,34.0,20.0
17775,29.0,34.0,21.0
17776,26.0,35.0,20.0
17777,29.0,37.0,20.0
17778,27.0,30.0,22.0
17779,29.0,32.0,21.0
17780,31.0,37.0,20.0
17781,26.0,32.0,21.0
17782,26.0,32.0,21.0
17783,24.0,6.0,20.0
17784,26.0,31.0,21.0
17785,25.0,33.0,20.0
17786,29.0,34.0,20.0
17787,28.0,34.0,19.0
17788,26.0,38.0,23.0
17789,28.0,32.0,21.0
17790,26.0,32.0,19.0
17791,29.0,33.0,20.0
17792,26.0,25.0,8.0
17793,26.0,33.0,22.0
17794,26.0,36.0,22.0
17795,26.0,34.0,23.0
17796,27.0,37.0,21.0
17797,26.0,37.0,22.0
17798,30.0,37.0,21.0
17799,29.0,33.0,20.0
17800,32.0,42.0,25.0
17801,27.0,33.0,20.0
17802,25.0,30.0,19.0
17803,26.0,29.0,18.0
17804,28.0,38.0,20.0
17805,31.0,30.0,21.0
17806,27.0,34.0,19.0
17807,28.0,30.0,20.0
17808,28.0,30.0,20.0
17809,29.0,34.0,21.0
17810,28.0,33.0,21.0
17811,14.0,26.0,9.0
17812,28.0,32.0,19.0
17813,27.0,6.0,21.0
17814,27.0,33.0,21.0
17815,27.0,30.0,22.0
17816,26.0,31.0,20.0
17817,28.0,33.0,20.0
17818,26.0,33.0,20.0
17819,30.0,34.0,22.0
17820,30.0,36.0,22.0
17821,27.0,34.0,22.0
17822,26.0,33.0,20.0
17823,31.0,34.0,22.0
17824,28.0,33.0,20.0
17825,28.0,43.0,27.0
17826,30.0,36.0,22.0
17827,28.0,40.0,25.0
17828,12.0,29.0,23.0
17829,28.0,36.0,25.0
17830,28.0,36.0,24.0
17831,29.0,29.0,25.0
17832,26.0,38.0,24.0
17833,28.0,35.0,25.0
17834,27.0,33.0,25.0
17835,27.0,25.0,27.0
17836,27.0,40.0,23.0
17837,33.0,35.0,24.0
17838,28.0,38.0,25.0
17839,27.0,23.0,24.0
17840,24.0,35.0,22.0
17841,25.0,32.0,23.0
17842,29.0,38.0,24.0
17843,28.0,35.0,24.0
17844,31.0,39.0,25.0
17845,29.0,37.0,24.0
17846,28.0,25.0,23.0
17847,33.0,45.0,27.0
17848,31.0,38.0,25.0
17849,29.0,34.0,26.0
17850,29.0,34.0,25.0
17851,28.0,6.0,24.0
17852,28.0,32.0,24.0
17853,27.0,35.0,24.0
17854,28.0,6.0,25.0
17855,32.0,35.0,27.0
17856,32.0,35.0,26.0
17857,30.0,35.0,26.0
17858,30.0,33.0,25.0
17859,29.0,6.0,24.0
17860,28.0,35.0,25.0
17861,35.0,34.0,29.0
17862,25.0,40.0,25.0
17863,30.0,33.0,25.0
17864,32.0,40.0,25.0
17865,25.0,35.0,23.0
17866,29.0,35.0,24.0
17867,25.0,6.0,23.0
17868,27.0,38.0,22.0
17869,26.0,36.0,12.0
17870,26.0,33.0,22.0
17871,28.0,36.0,22.0
17872,26.0,19.0,25.0
17873,28.0,35.0,23.0
17874,27.0,34.0,24.0
17875,27.0,38.0,24.0
17876,28.0,34.0,24.0
17877,16.0,6.0,8.0
17878,28.0,35.0,24.0
17879,28.0,35.0,23.0
17880,24.0,38.0,24.0
17881,29.0,36.0,25.0
17882,25.0,27.0,21.0
17883,6.0,31.0,25.0
17884,25.0,34.0,23.0
17885,28.0,27.0,24.0
17886,27.0,37.0,22.0
17887,28.0,33.0,24.0
17888,24.0,6.0,23.0
17889,29.0,35.0,25.0
17890,28.0,32.0,24.0
17891,28.0,36.0,24.0
17892,25.0,39.0,25.0
17893,28.0,34.0,24.0
17894,26.0,32.0,23.0
17895,29.0,36.0,24.0
17896,29.0,36.0,24.0
17897,26.0,33.0,23.0
17898,26.0,30.0,23.0
17899,6.0,6.0,20.0
17900,25.0,17.0,30.0
17901,27.0,33.0,23.0
17902,25.0,28.0,18.0
17903,25.0,30.0,22.0
17904,26.0,21.0,6.0
17905,27.0,30.0,22.0
17906,26.0,34.0,20.0
17907,28.0,32.0,20.0
17908,26.0,35.0,22.0
17909,27.0,26.0,23.0
17910,25.0,31.0,22.0
17911,28.0,36.0,22.0
17912,27.0,36.0,22.0
17913,30.0,37.0,24.0
17914,28.0,40.0,20.0
17915,26.0,30.0,21.0
17916,26.0,28.0,18.0
17917,26.0,28.0,18.0
17918,28.0,34.0,22.0
17919,27.0,11.0,23.0
17920,26.0,35.0,22.0
17921,26.0,30.0,21.0
17922,27.0,35.0,21.0
17923,29.0,34.0,22.0
17924,27.0,33.0,21.0
17925,26.0,25.0,22.0
17926,26.0,6.0,21.0
17927,29.0,34.0,22.0
17928,30.0,36.0,24.0
17929,26.0,26.0,19.0
17930,26.0,36.0,22.0
17931,26.0,34.0,22.0
17932,26.0,30.0,24.0
17933,24.0,30.0,20.0
17934,30.0,36.0,20.0
17935,26.0,36.0,22.0
17936,30.0,40.0,20.0
17937,30.0,40.0,20.0
17938,28.0,36.0,20.0
17939,24.0,30.0,20.0
17940,28.0,24.0,24.0
17941,28.0,10.0,22.0
17942,28.0,30.0,24.0
17943,28.0,27.0,20.0
17944,28.0,27.0,20.0
17945,13.0,22.0,20.0
17946,30.0,37.0,25.0
17947,27.0,27.0,22.0
17948,27.0,35.0,19.0
17949,28.0,33.0,19.0
17950,27.0,36.0,19.0
17951,25.0,35.0,19.0
17952,27.0,34.0,18.0
17953,28.0,33.0,18.0
17954,27.0,33.0,18.0
17955,27.0,35.0,19.0
17956,27.0,30.0,18.0
17957,28.0,33.0,20.0
17958,27.0,31.0,19.0
17959,27.0,25.0,19.0
17960,26.0,30.0,18.0
17961,27.0,26.0,19.0
17962,26.0,6.0,19.0
17963,25.0,34.0,19.0
17964,26.0,36.0,18.0
17965,27.0,33.0,18.0
17966,26.0,37.0,19.0
17967,26.0,35.0,19.0
17968,28.0,37.0,19.0
17969,26.0,37.0,20.0
17970,25.0,37.0,18.0
17971,25.0,34.0,18.0
17972,26.0,26.0,19.0
17973,28.0,35.0,19.0
17974,27.0,33.0,18.0
17975,28.0,36.0,19.0
17976,28.0,24.0,19.0
17977,27.0,32.0,20.0
17978,28.0,35.0,19.0
17979,27.0,6.0,6.0
17980,27.0,34.0,19.0
17981,27.0,33.0,18.0
17982,27.0,34.0,20.0
17983,30.0,35.0,19.0
17984,17.0,33.0,19.0
17985,24.0,32.0,19.0
17986,28.0,35.0,19.0
17987,27.0,38.0,19.0
17988,27.0,6.0,6.0
17989,27.0,34.0,19.0
17990,26.0,37.0,20.0
17991,25.0,33.0,18.0
17992,27.0,29.0,19.0
17993,26.0,31.0,19.0
17994,26.0,32.0,19.0
17995,18.0,6.0,10.0
17996,25.0,33.0,20.0
17997,27.0,33.0,23.0
17998,29.0,35.0,24.0
17999,28.0,33.0,23.0
18000,28.0,33.0,23.0
18001,30.0,36.0,24.0
18002,26.0,35.0,23.0
18003,27.0,36.0,24.0
18004,32.0,40.0,28.0
18005,29.0,35.0,6.0
18006,27.0,37.0,23.0
18007,28.0,35.0,24.0
18008,27.0,30.0,21.0
18009,26.0,28.0,20.0
18010,27.0,36.0,22.0
18011,27.0,35.0,23.0
18012,28.0,36.0,22.0
18013,29.0,36.0,24.0
18014,26.0,28.0,23.0
18015,26.0,26.0,21.0
18016,16.0,6.0,23.0
18017,27.0,30.0,24.0
18018,28.0,32.0,25.0
18019,28.0,34.0,22.0
18020,30.0,32.0,24.0
18021,30.0,32.0,24.0
18022,25.0,35.0,21.0
18023,13.0,31.0,20.0
18024,24.0,34.0,24.0
18025,24.0,34.0,24.0
18026,28.0,38.0,23.0
18027,26.0,32.0,22.0
18028,27.0,6.0,20.0
18029,26.0,32.0,22.0
18030,28.0,36.0,20.0
18031,28.0,32.0,20.0
18032,26.0,30.0,18.0
18033,25.0,32.0,22.0
18034,26.0,25.0,19.0
18035,28.0,33.0,20.0
18036,24.0,28.0,19.0
18037,28.0,13.0,6.0
18038,26.0,34.0,8.0
18039,28.0,32.0,20.0
18040,28.0,36.0,20.0
18041,26.0,32.0,20.0
18042,20.0,28.0,20.0
18043,32.0,28.0,20.0
18044,27.0,30.0,20.0
18045,25.0,30.0,20.0
18046,28.0,36.0,20.0
18047,23.0,30.0,21.0
18048,28.0,6.0,22.0
18049,25.0,30.0,20.0
18050,28.0,32.0,20.0
18051,25.0,30.0,20.0
18052,24.0,30.0,20.0
18053,28.0,36.0,19.0
18054,26.0,36.0,20.0
18055,27.0,30.0,20.0
18056,28.0,32.0,20.0
18057,28.0,32.0,22.0
18058,26.0,30.0,20.0
18059,24.0,6.0,18.0
18060,24.0,30.0,20.0
18061,28.0,32.0,20.0
18062,24.0,30.0,18.0
18063,22.0,30.0,20.0
18064,27.0,32.0,19.0
18065,23.0,28.0,18.0
18066,24.0,28.0,17.0
18067,25.0,30.0,19.0
18068,25.0,30.0,18.0
18069,25.0,36.0,19.0
18070,21.0,25.0,18.0
18071,27.0,30.0,20.0
18072,22.0,26.0,19.0
18073,28.0,36.0,20.0
18074,27.0,31.0,19.0
18075,24.0,28.0,19.0
18076,21.0,27.0,19.0
18077,25.0,28.0,19.0
18078,22.0,6.0,20.0
18079,22.0,23.0,20.0
18080,22.0,6.0,6.0
18081,26.0,22.0,19.0
18082,24.0,6.0,19.0
18083,26.0,26.0,19.0
18084,29.0,30.0,18.0
18085,25.0,32.0,22.0
18086,25.0,33.0,22.0
18087,27.0,31.0,23.0
18088,28.0,34.0,23.0
18089,27.0,29.0,25.0
18090,28.0,36.0,24.0
18091,23.0,29.0,23.0
18092,27.0,36.0,24.0
18093,27.0,27.0,6.0
18094,27.0,38.0,23.0
18095,25.0,36.0,24.0
18096,25.0,30.0,22.0
18097,26.0,34.0,22.0
18098,26.0,35.0,23.0
18099,6.0,32.0,11.0
18100,24.0,37.0,21.0
18101,27.0,36.0,23.0
18102,27.0,34.0,23.0
18103,26.0,6.0,23.0
18104,26.0,29.0,22.0
18105,26.0,33.0,22.0
18106,25.0,35.0,22.0
18107,26.0,30.0,24.0
18108,27.0,36.0,23.0
18109,26.0,36.0,23.0
18110,26.0,34.0,21.0
18111,29.0,34.0,24.0
18112,26.0,6.0,22.0
18113,28.0,37.0,21.0
18114,27.0,35.0,25.0
18115,27.0,35.0,21.0
18116,28.0,37.0,23.0
18117,27.0,31.0,23.0
18118,27.0,35.0,23.0
18119,24.0,25.0,23.0
18120,25.0,35.0,22.0
18121,26.0,34.0,24.0
18122,25.0,28.0,22.0
18123,26.0,32.0,23.0
18124,31.0,32.0,22.0
18125,26.0,30.0,21.0
18126,24.0,36.0,22.0
18127,27.0,30.0,22.0
18128,26.0,33.0,22.0
18129,29.0,35.0,22.0
18130,32.0,36.0,26.0
18131,29.0,34.0,23.0
18132,27.0,33.0,24.0
18133,25.0,31.0,23.0
18134,29.0,33.0,24.0
18135,26.0,30.0,25.0
18136,27.0,32.0,22.0
18137,27.0,29.0,20.0
18138,28.0,37.0,22.0
18139,25.0,32.0,23.0
18140,26.0,35.0,22.0
18141,30.0,38.0,23.0
18142,29.0,38.0,23.0
18143,29.0,27.0,23.0
18144,27.0,38.0,22.0
18145,26.0,34.0,24.0
18146,25.0,30.0,22.0
18147,29.0,39.0,24.0
18148,28.0,25.0,23.0
18149,25.0,39.0,24.0
18150,28.0,36.0,23.0
18151,25.0,34.0,20.0
18152,25.0,35.0,24.0
18153,26.0,35.0,22.0
18154,24.0,31.0,23.0
18155,26.0,26.0,23.0
18156,28.0,31.0,23.0
18157,25.0,33.0,23.0
18158,25.0,31.0,22.0
18159,26.0,36.0,23.0
18160,23.0,22.0,23.0
18161,24.0,36.0,23.0
18162,25.0,36.0,19.0
18163,26.0,35.0,23.0
18164,26.0,38.0,20.0
18165,27.0,37.0,24.0
18166,28.0,37.0,23.0
18167,26.0,37.0,24.0
18168,29.0,36.0,24.0
18169,27.0,30.0,23.0
18170,26.0,30.0,22.0
18171,25.0,29.0,23.0
18172,28.0,36.0,24.0
18173,29.0,36.0,23.0
18174,27.0,36.0,23.0
18175,29.0,32.0,23.0
18176,26.0,36.0,23.0
18177,27.0,6.0,21.0
18178,27.0,38.0,23.0
18179,26.0,6.0,23.0
18180,13.0,6.0,22.0
18181,25.0,32.0,22.0
18182,32.0,36.0,25.0
18183,28.0,23.0,24.0
18184,27.0,32.0,21.0
18185,28.0,32.0,23.0
18186,28.0,32.0,21.0
18187,26.0,32.0,23.0
18188,28.0,26.0,25.0
18189,28.0,34.0,23.0
18190,33.0,40.0,26.0
18191,26.0,27.0,21.0
18192,29.0,32.0,24.0
18193,28.0,32.0,24.0
18194,28.0,32.0,23.0
18195,28.0,36.0,23.0
18196,27.0,6.0,23.0
18197,26.0,32.0,22.0
18198,25.0,23.0,22.0
18199,9.0,32.0,23.0
18200,8.0,6.0,23.0
18201,27.0,27.0,22.0
18202,27.0,38.0,23.0
18203,28.0,34.0,21.0
18204,28.0,32.0,24.0
18205,27.0,34.0,22.0
18206,25.0,9.0,22.0
18207,28.0,34.0,22.0
18208,26.0,8.0,8.0
18209,27.0,32.0,23.0
18210,24.0,24.0,10.0
18211,24.0,34.0,23.0
18212,27.0,36.0,23.0
18213,28.0,38.0,22.0
18214,26.0,38.0,22.0
18215,28.0,38.0,24.0
18216,30.0,37.0,24.0
18217,28.0,38.0,23.0
18218,29.0,40.0,22.0
18219,28.0,36.0,25.0
18220,26.0,6.0,23.0
18221,27.0,37.0,23.0
18222,25.0,40.0,24.0
18223,28.0,35.0,22.0
18224,27.0,37.0,21.0
18225,27.0,39.0,24.0
18226,28.0,42.0,22.0
18227,31.0,36.0,24.0
18228,29.0,40.0,25.0
18229,26.0,36.0,24.0
18230,29.0,31.0,24.0
18231,26.0,38.0,22.0
18232,26.0,38.0,25.0
18233,26.0,38.0,25.0
18234,30.0,34.0,22.0
18235,28.0,35.0,25.0
18236,28.0,33.0,22.0
18237,27.0,35.0,24.0
18238,28.0,34.0,24.0
18239,27.0,38.0,23.0
18240,30.0,37.0,20.0
18241,31.0,34.0,15.0
18242,26.0,35.0,24.0
18243,29.0,40.0,23.0
18244,30.0,38.0,23.0
18245,25.0,36.0,23.0
18246,25.0,36.0,24.0
18247,24.0,36.0,22.0
18248,26.0,36.0,24.0
18249,27.0,32.0,23.0
18250,30.0,37.0,24.0
18251,26.0,30.0,22.0
18252,26.0,33.0,23.0
18253,27.0,36.0,19.0
18254,27.0,30.0,23.0
18255,28.0,37.0,24.0
18256,28.0,35.0,22.0
18257,28.0,35.0,24.0
18258,25.0,31.0,21.0
18259,26.0,32.0,22.0
18260,25.0,31.0,23.0
18261,26.0,32.0,23.0
18262,26.0,34.0,23.0
18263,25.0,29.0,23.0
18264,26.0,31.0,23.0
18265,23.0,31.0,22.0
18266,29.0,35.0,23.0
18267,27.0,32.0,23.0
18268,30.0,34.0,24.0
18269,27.0,33.0,24.0
18270,29.0,30.0,24.0
18271,27.0,28.0,23.0
18272,24.0,6.0,22.0
18273,28.0,35.0,23.0
18274,27.0,35.0,25.0
18275,25.0,27.0,23.0
18276,28.0,35.0,24.0
18277,28.0,33.0,24.0
18278,28.0,35.0,23.0
18279,28.0,33.0,23.0
18280,28.0,33.0,23.0
18281,24.0,30.0,22.0
18282,26.0,35.0,24.0
18283,26.0,30.0,23.0
18284,25.0,32.0,22.0
18285,23.0,35.0,23.0
18286,31.0,38.0,24.0
18287,29.0,33.0,24.0
18288,30.0,38.0,25.0
18289,30.0,31.0,25.0
18290,29.0,39.0,23.0
18291,30.0,39.0,27.0
18292,25.0,32.0,23.0
18293,25.0,32.0,24.0
18294,26.0,35.0,25.0
18295,26.0,35.0,24.0
18296,30.0,30.0,31.0
18297,28.0,40.0,23.0
18298,26.0,30.0,22.0
18299,13.0,30.0,24.0
18300,25.0,31.0,22.0
18301,28.0,40.0,24.0
18302,28.0,41.0,24.0
18303,29.0,39.0,25.0
18304,26.0,38.0,25.0
18305,26.0,33.0,23.0
18306,6.0,6.0,27.0
18307,29.0,29.0,9.0
18308,28.0,42.0,25.0
18309,28.0,35.0,25.0
18310,26.0,33.0,22.0
18311,27.0,28.0,26.0
18312,29.0,36.0,18.0
18313,23.0,32.0,23.0
18314,28.0,35.0,24.0
18315,26.0,38.0,25.0
18316,27.0,34.0,25.0
18317,29.0,39.0,22.0
18318,28.0,33.0,20.0
18319,28.0,29.0,26.0
18320,29.0,40.0,26.0
18321,28.0,34.0,22.0
18322,28.0,39.0,24.0
18323,28.0,40.0,25.0
18324,28.0,38.0,23.0
18325,30.0,40.0,24.0
18326,29.0,38.0,23.0
18327,28.0,37.0,24.0
18328,28.0,39.0,26.0
18329,27.0,38.0,23.0
18330,27.0,37.0,22.0
18331,29.0,35.0,23.0
18332,28.0,38.0,23.0
18333,28.0,38.0,25.0
18334,28.0,35.0,22.0
18335,30.0,6.0,23.0
18336,30.0,36.0,24.0
18337,25.0,28.0,24.0
18338,27.0,30.0,24.0
18339,25.0,32.0,25.0
18340,25.0,30.0,20.0
18341,29.0,37.0,25.0
18342,27.0,9.0,23.0
18343,28.0,39.0,25.0
18344,25.0,35.0,22.0
18345,27.0,36.0,22.0
18346,27.0,33.0,21.0
18347,24.0,32.0,19.0
18348,27.0,33.0,19.0
18349,25.0,32.0,20.0
18350,26.0,27.0,21.0
18351,27.0,31.0,22.0
18352,26.0,28.0,23.0
18353,30.0,33.0,21.0
18354,28.0,38.0,25.0
18355,30.0,32.0,24.0
18356,27.0,27.0,23.0
18357,30.0,30.0,24.0
18358,9.0,6.0,11.0
18359,29.0,40.0,24.0
18360,29.0,40.0,23.0
18361,31.0,36.0,25.0
18362,25.0,35.0,21.0
18363,30.0,38.0,25.0
18364,26.0,35.0,23.0
18365,30.0,40.0,25.0
18366,29.0,40.0,25.0
18367,27.0,34.0,24.0
18368,29.0,32.0,24.0
18369,30.0,35.0,24.0
18370,31.0,35.0,24.0
18371,29.0,33.0,24.0
18372,28.0,35.0,24.0
18373,26.0,33.0,23.0
18374,30.0,32.0,23.0
18375,30.0,33.0,23.0
18376,28.0,32.0,24.0
18377,28.0,31.0,23.0
18378,30.0,32.0,23.0
18379,25.0,25.0,23.0
18380,15.0,32.0,23.0
18381,28.0,33.0,24.0
18382,26.0,32.0,23.0
18383,28.0,31.0,24.0
18384,28.0,33.0,24.0
18385,28.0,38.0,23.0
18386,28.0,35.0,24.0
18387,30.0,37.0,25.0
18388,30.0,34.0,24.0
18389,25.0,34.0,23.0
18390,27.0,32.0,23.0
18391,26.0,35.0,23.0
18392,27.0,6.0,23.0
18393,28.0,34.0,24.0
18394,27.0,32.0,23.0
18395,27.0,33.0,22.0
18396,26.0,20.0,14.0
18397,30.0,33.0,22.0
18398,28.0,34.0,21.0
18399,28.0,33.0,20.0
18400,27.0,35.0,21.0
18401,28.0,30.0,19.0
18402,27.0,35.0,20.0
18403,26.0,32.0,19.0
18404,29.0,36.0,21.0
18405,28.0,35.0,20.0
18406,25.0,32.0,20.0
18407,31.0,37.0,22.0
18408,27.0,34.0,19.0
18409,26.0,33.0,21.0
18410,26.0,33.0,22.0
18411,25.0,30.0,22.0
18412,26.0,28.0,20.0
18413,24.0,34.0,20.0
18414,27.0,31.0,19.0
18415,25.0,32.0,20.0
18416,27.0,35.0,21.0
18417,26.0,35.0,20.0
18418,27.0,33.0,20.0
18419,27.0,30.0,19.0
18420,24.0,30.0,20.0
18421,26.0,33.0,18.0
18422,25.0,30.0,18.0
18423,24.0,30.0,20.0
18424,24.0,28.0,19.0
18425,25.0,31.0,21.0
18426,26.0,33.0,20.0
18427,25.0,33.0,19.0
18428,24.0,32.0,19.0
18429,27.0,29.0,19.0
18430,25.0,32.0,20.0
18431,26.0,30.0,19.0
18432,26.0,31.0,19.0
18433,26.0,27.0,19.0
18434,24.0,29.0,19.0
18435,24.0,6.0,10.0
18436,26.0,31.0,20.0
18437,26.0,30.0,19.0
18438,25.0,6.0,20.0
18439,24.0,28.0,18.0
18440,26.0,27.0,20.0
18441,24.0,31.0,19.0
18442,27.0,6.0,19.0
18443,27.0,30.0,20.0
18444,26.0,30.0,20.0
18445,27.0,34.0,19.0
18446,28.0,33.0,18.0
18447,25.0,28.0,20.0
18448,25.0,31.0,18.0
18449,25.0,30.0,19.0
18450,24.0,32.0,20.0
18451,26.0,29.0,19.0
18452,26.0,33.0,19.0
18453,25.0,30.0,6.0
18454,25.0,25.0,20.0
18455,28.0,31.0,19.0
18456,25.0,30.0,20.0
18457,26.0,30.0,20.0
18458,25.0,31.0,20.0
18459,25.0,29.0,20.0
18460,26.0,31.0,20.0
18461,27.0,38.0,18.0
18462,26.0,36.0,18.0
18463,25.0,6.0,18.0
18464,27.0,36.0,19.0
18465,24.0,28.0,19.0
18466,26.0,35.0,19.0
18467,24.0,32.0,20.0
18468,24.0,35.0,20.0
18469,25.0,35.0,21.0
18470,24.0,34.0,20.0
18471,27.0,33.0,19.0
18472,28.0,33.0,22.0
18473,26.0,33.0,20.0
18474,29.0,32.0,20.0
18475,27.0,33.0,20.0
18476,24.0,12.0,21.0
18477,26.0,36.0,19.0
18478,24.0,32.0,19.0
18479,27.0,33.0,20.0
18480,27.0,33.0,20.0
18481,25.0,23.0,20.0
18482,27.0,30.0,19.0
18483,26.0,35.0,19.0
18484,26.0,37.0,19.0
18485,25.0,30.0,20.0
18486,26.0,35.0,19.0
18487,27.0,35.0,18.0
18488,29.0,37.0,20.0
18489,26.0,31.0,19.0
18490,28.0,31.0,19.0
18491,26.0,32.0,19.0
18492,14.0,30.0,20.0
18493,20.0,13.0,6.0
18494,19.0,31.0,18.0
18495,11.0,32.0,20.0
18496,28.0,39.0,20.0
18497,26.0,24.0,20.0
18498,26.0,34.0,19.0
18499,27.0,33.0,19.0
18500,26.0,31.0,19.0
18501,11.0,6.0,9.0
18502,13.0,6.0,18.0
18503,27.0,6.0,20.0
18504,28.0,38.0,20.0
18505,31.0,34.0,20.0
18506,30.0,34.0,20.0
18507,29.0,33.0,20.0
18508,30.0,34.0,21.0
18509,27.0,30.0,19.0
18510,29.0,30.0,20.0
18511,29.0,31.0,20.0
18512,27.0,34.0,20.0
18513,28.0,35.0,21.0
18514,27.0,33.0,20.0
18515,28.0,39.0,19.0
18516,32.0,33.0,6.0
18517,26.0,38.0,21.0
18518,26.0,34.0,19.0
18519,25.0,26.0,20.0
18520,9.0,6.0,6.0
18521,26.0,35.0,19.0
18522,28.0,38.0,21.0
18523,26.0,36.0,22.0
18524,30.0,35.0,21.0
18525,32.0,36.0,22.0
18526,32.0,37.0,21.0
18527,29.0,34.0,21.0
18528,27.0,35.0,19.0
18529,25.0,27.0,24.0
18530,22.0,28.0,23.0
18531,22.0,33.0,23.0
18532,27.0,30.0,22.0
18533,22.0,25.0,19.0
18534,19.0,22.0,22.0
18535,17.0,23.0,24.0
18536,23.0,25.0,22.0
18537,23.0,26.0,20.0
18538,22.0,25.0,20.0
18539,22.0,25.0,20.0
18540,25.0,31.0,24.0
18541,29.0,38.0,25.0
18542,29.0,35.0,25.0
18543,30.0,30.0,26.0
18544,28.0,32.0,26.0
18545,26.0,32.0,25.0
18546,22.0,28.0,20.0
18547,22.0,24.0,20.0
18548,22.0,30.0,21.0
18549,23.0,25.0,20.0
18550,22.0,27.0,21.0
18551,13.0,25.0,24.0
18552,23.0,24.0,20.0
18553,22.0,25.0,19.0
18554,24.0,29.0,21.0
18555,29.0,34.0,21.0
18556,23.0,26.0,23.0
18557,26.0,30.0,25.0
18558,27.0,36.0,24.0
18559,22.0,26.0,23.0
18560,26.0,32.0,24.0
18561,22.0,25.0,21.0
18562,28.0,14.0,26.0
18563,24.0,26.0,20.0
18564,28.0,34.0,23.0
18565,26.0,35.0,24.0
18566,27.0,32.0,25.0
18567,28.0,33.0,25.0
18568,29.0,23.0,22.0
18569,29.0,34.0,24.0
18570,28.0,30.0,24.0
18571,27.0,32.0,22.0
18572,25.0,30.0,23.0
18573,28.0,32.0,24.0
18574,27.0,35.0,24.0
18575,27.0,30.0,24.0
18576,28.0,25.0,21.0
18577,27.0,30.0,24.0
18578,24.0,31.0,23.0
18579,24.0,31.0,23.0
18580,28.0,37.0,21.0
18581,26.0,32.0,22.0
18582,22.0,36.0,24.0
18583,30.0,33.0,25.0
18584,31.0,40.0,25.0
18585,28.0,31.0,25.0
18586,30.0,41.0,25.0
18587,28.0,38.0,23.0
18588,27.0,38.0,27.0
18589,30.0,6.0,24.0
18590,30.0,42.0,28.0
18591,28.0,42.0,25.0
18592,27.0,38.0,25.0
18593,28.0,40.0,24.0
18594,32.0,40.0,30.0
18595,28.0,39.0,25.0
18596,29.0,34.0,26.0
18597,28.0,36.0,25.0
18598,30.0,40.0,25.0
18599,29.0,40.0,25.0
18600,27.0,26.0,26.0
18601,27.0,39.0,24.0
18602,27.0,35.0,26.0
18603,30.0,40.0,25.0
18604,29.0,37.0,25.0
18605,29.0,36.0,25.0
18606,29.0,35.0,24.0
18607,28.0,35.0,25.0
18608,29.0,20.0,25.0
18609,28.0,40.0,25.0
18610,27.0,35.0,21.0
18611,27.0,35.0,25.0
18612,24.0,29.0,24.0
18613,27.0,36.0,24.0
18614,27.0,33.0,25.0
18615,26.0,30.0,22.0
18616,26.0,32.0,23.0
18617,28.0,6.0,25.0
18618,34.0,38.0,26.0
18619,26.0,28.0,22.0
18620,26.0,12.0,23.0
18621,26.0,27.0,22.0
18622,29.0,38.0,24.0
18623,28.0,34.0,23.0
18624,30.0,38.0,22.0
18625,26.0,35.0,24.0
18626,27.0,34.0,24.0
18627,26.0,34.0,22.0
18628,25.0,32.0,22.0
18629,27.0,40.0,22.0
18630,26.0,33.0,21.0
18631,27.0,34.0,21.0
18632,26.0,27.0,23.0
18633,27.0,34.0,24.0
18634,30.0,35.0,20.0
18635,25.0,30.0,20.0
18636,9.0,6.0,19.0
18637,28.0,31.0,19.0
18638,25.0,31.0,21.0
18639,26.0,27.0,20.0
18640,26.0,32.0,20.0
18641,24.0,31.0,21.0
18642,24.0,8.0,7.0
18643,24.0,7.0,6.0
18644,28.0,32.0,20.0
18645,29.0,36.0,20.0
18646,27.0,32.0,23.0
18647,16.0,6.0,20.0
18648,26.0,29.0,20.0
18649,28.0,31.0,21.0
18650,26.0,31.0,20.0
18651,25.0,22.0,20.0
18652,25.0,32.0,22.0
18653,25.0,6.0,9.0
18654,27.0,32.0,6.0
18655,24.0,29.0,20.0
18656,28.0,35.0,20.0
18657,25.0,31.0,19.0
18658,23.0,36.0,20.0
18659,27.0,28.0,6.0
18660,27.0,33.0,20.0
18661,26.0,35.0,20.0
18662,28.0,35.0,20.0
18663,26.0,33.0,21.0
18664,30.0,35.0,25.0
18665,27.0,36.0,21.0
18666,25.0,35.0,21.0
18667,26.0,33.0,19.0
18668,27.0,36.0,24.0
18669,10.0,6.0,6.0
18670,25.0,37.0,21.0
18671,26.0,35.0,21.0
18672,28.0,37.0,22.0
