,Ceftazidim,Ciprofloxacin,Gentamicin
24006,28.0,7.0,6.0
24007,26.0,27.0,20.0
24008,27.0,36.0,21.0
24009,9.0,6.0,8.0
24010,26.0,26.0,20.0
24011,28.0,34.0,20.0
24012,28.0,32.0,20.0
24013,30.0,36.0,20.0
24014,28.0,32.0,20.0
24015,30.0,37.0,21.0
24016,27.0,31.0,20.0
24017,25.0,27.0,21.0
24018,26.0,32.0,20.0
24019,27.0,34.0,20.0
24020,27.0,35.0,21.0
24021,25.0,33.0,21.0
24022,27.0,34.0,20.0
24023,28.0,34.0,21.0
24024,26.0,31.0,20.0
24025,27.0,33.0,19.0
24026,27.0,31.0,19.0
24027,27.0,6.0,19.0
24028,26.0,32.0,19.0
24029,26.0,34.0,21.0
24030,27.0,25.0,6.0
24031,27.0,31.0,20.0
24032,26.0,33.0,20.0
24033,28.0,32.0,25.0
24034,26.0,33.0,23.0
24035,26.0,33.0,24.0
24036,26.0,31.0,24.0
24037,26.0,27.0,23.0
24038,28.0,33.0,23.0
24039,27.0,32.0,23.0
24040,26.0,31.0,23.0
24041,27.0,31.0,23.0
24042,26.0,30.0,25.0
24043,28.0,35.0,23.0
24044,27.0,32.0,24.0
24045,27.0,28.0,21.0
24046,26.0,28.0,22.0
24047,27.0,30.0,21.0
24048,25.0,30.0,19.0
24049,26.0,34.0,20.0
24050,28.0,32.0,23.0
24051,26.0,33.0,23.0
24052,27.0,31.0,24.0
24053,26.0,31.0,6.0
24054,25.0,22.0,23.0
24055,27.0,33.0,23.0
24056,28.0,33.0,23.0
24057,28.0,31.0,24.0
24058,26.0,32.0,24.0
24059,27.0,33.0,24.0
24060,26.0,26.0,23.0
24061,25.0,25.0,23.0
24062,26.0,33.0,23.0
24063,26.0,32.0,24.0
24064,27.0,32.0,22.0
24065,27.0,35.0,23.0
24066,20.0,6.0,23.0
24067,27.0,30.0,22.0
24068,28.0,33.0,24.0
24069,28.0,34.0,24.0
24070,28.0,26.0,23.0
24071,25.0,34.0,23.0
24072,26.0,34.0,22.0
24073,26.0,32.0,24.0
24074,25.0,33.0,22.0
24075,28.0,33.0,23.0
24076,27.0,30.0,18.0
24077,30.0,28.0,24.0
24078,26.0,31.0,24.0
24079,30.0,35.0,25.0
24080,28.0,33.0,24.0
24081,26.0,30.0,23.0
24082,27.0,35.0,24.0
24083,28.0,32.0,24.0
24084,27.0,34.0,24.0
24085,26.0,31.0,24.0
24086,27.0,33.0,23.0
24087,27.0,32.0,23.0
24088,27.0,24.0,22.0
24089,28.0,31.0,23.0
24090,27.0,34.0,22.0
24091,25.0,35.0,23.0
24092,26.0,33.0,24.0
24093,27.0,31.0,23.0
24094,28.0,32.0,23.0
24095,25.0,26.0,24.0
24096,28.0,30.0,23.0
24097,26.0,34.0,23.0
24098,27.0,31.0,23.0
24099,26.0,6.0,22.0
24100,28.0,33.0,23.0
24101,27.0,33.0,24.0
24102,26.0,33.0,21.0
24103,26.0,32.0,23.0
24104,28.0,29.0,23.0
24105,27.0,32.0,22.0
24106,29.0,31.0,23.0
24107,27.0,12.0,23.0
24108,25.0,30.0,22.0
24109,29.0,33.0,24.0
24110,27.0,32.0,24.0
24111,28.0,34.0,24.0
24112,27.0,30.0,22.0
24113,26.0,32.0,24.0
24114,25.0,30.0,23.0
24115,25.0,30.0,23.0
24116,28.0,37.0,24.0
24117,24.0,29.0,25.0
24118,26.0,35.0,24.0
24119,25.0,35.0,23.0
24120,27.0,34.0,24.0
24121,27.0,30.0,24.0
24122,25.0,25.0,6.0
24123,26.0,37.0,28.0
24124,24.0,32.0,22.0
24125,23.0,29.0,22.0
24126,27.0,34.0,24.0
24127,25.0,32.0,24.0
24128,22.0,27.0,23.0
24129,24.0,24.0,22.0
24130,23.0,32.0,22.0
24131,25.0,36.0,24.0
24132,30.0,34.0,26.0
24133,22.0,29.0,22.0
24134,24.0,29.0,21.0
24135,23.0,32.0,24.0
24136,30.0,39.0,21.0
24137,23.0,6.0,6.0
24138,23.0,9.0,22.0
24139,25.0,33.0,23.0
24140,25.0,32.0,23.0
24141,26.0,6.0,24.0
24142,26.0,34.0,24.0
24143,24.0,29.0,23.0
24144,22.0,32.0,21.0
24145,25.0,34.0,24.0
24146,27.0,31.0,23.0
24147,24.0,34.0,22.0
24148,25.0,31.0,23.0
24149,24.0,33.0,22.0
24150,28.0,34.0,24.0
24151,27.0,35.0,24.0
24152,22.0,28.0,21.0
24153,25.0,34.0,24.0
24154,23.0,29.0,23.0
24155,24.0,32.0,21.0
24156,27.0,35.0,24.0
24157,25.0,33.0,20.0
24158,22.0,27.0,20.0
24159,25.0,25.0,24.0
24160,25.0,25.0,24.0
24161,27.0,39.0,23.0
24162,26.0,31.0,24.0
24163,29.0,36.0,23.0
24164,29.0,28.0,22.0
24165,30.0,35.0,24.0
24166,30.0,6.0,6.0
24167,27.0,30.0,22.0
24168,31.0,33.0,24.0
24169,29.0,39.0,25.0
24170,29.0,36.0,24.0
24171,29.0,36.0,23.0
24172,27.0,30.0,24.0
24173,25.0,26.0,23.0
24174,28.0,35.0,24.0
24175,28.0,34.0,23.0
24176,25.0,35.0,23.0
24177,26.0,30.0,23.0
24178,26.0,30.0,23.0
24179,27.0,32.0,24.0
24180,23.0,35.0,24.0
24181,29.0,39.0,24.0
24182,25.0,25.0,25.0
24183,30.0,39.0,25.0
24184,25.0,30.0,22.0
24185,28.0,19.0,25.0
24186,28.0,36.0,24.0
24187,28.0,36.0,24.0
24188,27.0,32.0,24.0
24189,26.0,34.0,23.0
24190,28.0,37.0,23.0
24191,28.0,28.0,23.0
24192,28.0,34.0,25.0
24193,27.0,6.0,23.0
24194,27.0,6.0,23.0
24195,28.0,35.0,21.0
24196,27.0,36.0,24.0
24197,29.0,38.0,23.0
24198,29.0,34.0,23.0
24199,27.0,35.0,24.0
24200,26.0,30.0,23.0
24201,27.0,25.0,23.0
24202,28.0,29.0,22.0
24203,26.0,30.0,24.0
24204,27.0,35.0,24.0
24205,23.0,27.0,23.0
24206,27.0,32.0,23.0
24207,27.0,32.0,23.0
24208,28.0,31.0,23.0
24209,27.0,29.0,23.0
24210,27.0,35.0,24.0
24211,28.0,30.0,24.0
24212,30.0,31.0,24.0
24213,28.0,32.0,24.0
24214,27.0,35.0,23.0
24215,28.0,30.0,24.0
24216,28.0,33.0,24.0
24217,26.0,30.0,23.0
24218,27.0,29.0,22.0
24219,28.0,6.0,24.0
24220,27.0,26.0,22.0
24221,28.0,32.0,24.0
24222,27.0,29.0,23.0
24223,26.0,33.0,24.0
24224,27.0,13.0,24.0
24225,27.0,30.0,24.0
24226,28.0,6.0,22.0
24227,27.0,33.0,24.0
24228,25.0,24.0,23.0
24229,27.0,32.0,23.0
24230,27.0,29.0,22.0
24231,26.0,34.0,23.0
24232,28.0,31.0,24.0
24233,27.0,32.0,22.0
24234,26.0,34.0,23.0
24235,28.0,29.0,22.0
24236,25.0,30.0,25.0
24237,26.0,31.0,24.0
24238,27.0,31.0,22.0
24239,28.0,30.0,24.0
24240,29.0,24.0,24.0
24241,29.0,32.0,24.0
24242,27.0,32.0,24.0
24243,26.0,34.0,25.0
24244,27.0,32.0,23.0
24245,21.0,26.0,24.0
24246,26.0,28.0,23.0
24247,28.0,34.0,23.0
24248,28.0,34.0,23.0
24249,30.0,34.0,24.0
24250,28.0,32.0,22.0
24251,28.0,31.0,23.0
24252,28.0,32.0,24.0
24253,29.0,24.0,23.0
24254,28.0,34.0,25.0
24255,29.0,6.0,25.0
24256,26.0,30.0,24.0
24257,14.0,17.0,6.0
24258,29.0,31.0,24.0
24259,26.0,6.0,23.0
24260,27.0,30.0,24.0
24261,25.0,35.0,25.0
24262,29.0,34.0,24.0
24263,29.0,35.0,23.0
24264,25.0,24.0,6.0
24265,30.0,32.0,24.0
24266,28.0,32.0,23.0
24267,28.0,32.0,23.0
24268,28.0,32.0,23.0
24269,28.0,30.0,23.0
24270,29.0,32.0,24.0
24271,27.0,32.0,21.0
24272,28.0,32.0,23.0
24273,27.0,33.0,24.0
24274,26.0,24.0,24.0
24275,30.0,34.0,21.0
24276,26.0,29.0,24.0
24277,27.0,31.0,22.0
24278,30.0,35.0,25.0
24279,27.0,31.0,25.0
24280,28.0,36.0,23.0
24281,27.0,30.0,24.0
24282,27.0,30.0,23.0
24283,26.0,30.0,23.0
24284,28.0,35.0,23.0
24285,27.0,32.0,22.0
24286,29.0,33.0,23.0
24287,28.0,35.0,24.0
24288,27.0,32.0,24.0
24289,31.0,37.0,27.0
24290,29.0,33.0,23.0
24291,29.0,38.0,24.0
24292,28.0,35.0,23.0
24293,29.0,26.0,23.0
24294,29.0,38.0,25.0
24295,27.0,29.0,23.0
24296,27.0,34.0,24.0
24297,27.0,33.0,23.0
24298,29.0,6.0,6.0
24299,20.0,35.0,24.0
24300,29.0,34.0,22.0
24301,26.0,34.0,22.0
24302,28.0,34.0,24.0
24303,28.0,27.0,23.0
24304,28.0,32.0,25.0
24305,28.0,32.0,24.0
24306,29.0,36.0,23.0
24307,30.0,38.0,24.0
24308,29.0,33.0,24.0
24309,29.0,40.0,24.0
24310,30.0,40.0,24.0
24311,30.0,40.0,26.0
24312,27.0,27.0,23.0
24313,29.0,38.0,23.0
24314,27.0,6.0,6.0
24315,33.0,42.0,25.0
24316,30.0,35.0,24.0
24317,28.0,34.0,23.0
24318,28.0,34.0,24.0
24319,29.0,38.0,24.0
24320,26.0,25.0,24.0
24321,29.0,31.0,24.0
24322,29.0,40.0,24.0
24323,28.0,36.0,24.0
24324,29.0,38.0,22.0
24325,29.0,41.0,23.0
24326,25.0,31.0,24.0
24327,27.0,34.0,25.0
24328,26.0,31.0,23.0
24329,29.0,36.0,22.0
24330,28.0,37.0,22.0
24331,27.0,31.0,23.0
24332,29.0,34.0,27.0
24333,26.0,32.0,23.0
24334,26.0,31.0,21.0
24335,27.0,26.0,26.0
24336,29.0,34.0,23.0
24337,26.0,33.0,22.0
24338,28.0,34.0,23.0
24339,28.0,31.0,23.0
24340,29.0,31.0,23.0
24341,25.0,25.0,23.0
24342,27.0,31.0,26.0
24343,26.0,32.0,22.0
24344,29.0,34.0,23.0
24345,26.0,26.0,24.0
24346,28.0,31.0,21.0
24347,26.0,25.0,6.0
24348,29.0,32.0,22.0
24349,27.0,32.0,20.0
24350,27.0,36.0,19.0
24351,22.0,34.0,19.0
24352,25.0,31.0,20.0
24353,26.0,23.0,19.0
24354,8.0,6.0,6.0
24355,25.0,32.0,21.0
24356,27.0,29.0,21.0
24357,26.0,27.0,19.0
24358,27.0,31.0,21.0
24359,27.0,32.0,19.0
24360,29.0,34.0,20.0
24361,27.0,31.0,20.0
24362,28.0,6.0,22.0
24363,27.0,33.0,20.0
24364,28.0,34.0,21.0
24365,29.0,31.0,19.0
24366,26.0,32.0,19.0
24367,26.0,34.0,19.0
24368,28.0,31.0,18.0
24369,27.0,30.0,20.0
24370,27.0,6.0,19.0
24371,29.0,30.0,19.0
24372,26.0,31.0,19.0
24373,26.0,6.0,20.0
24374,25.0,21.0,20.0
24375,26.0,12.0,20.0
24376,27.0,31.0,19.0
24377,26.0,32.0,20.0
24378,26.0,30.0,19.0
24379,28.0,33.0,19.0
24380,26.0,26.0,19.0
24381,25.0,31.0,20.0
24382,26.0,30.0,20.0
24383,29.0,31.0,19.0
24384,28.0,32.0,22.0
24385,26.0,33.0,20.0
24386,25.0,31.0,21.0
24387,28.0,35.0,21.0
24388,29.0,35.0,21.0
24389,28.0,34.0,20.0
24390,27.0,30.0,19.0
24391,26.0,31.0,20.0
24392,25.0,30.0,20.0
24393,29.0,35.0,9.0
24394,23.0,34.0,19.0
24395,29.0,35.0,20.0
24396,25.0,32.0,21.0
24397,28.0,6.0,20.0
24398,31.0,36.0,20.0
24399,29.0,35.0,21.0
24400,30.0,39.0,21.0
24401,26.0,19.0,6.0
24402,28.0,27.0,6.0
24403,27.0,32.0,19.0
24404,26.0,35.0,19.0
24405,28.0,35.0,20.0
24406,26.0,34.0,20.0
24407,27.0,34.0,21.0
24408,26.0,33.0,20.0
24409,28.0,35.0,20.0
24410,28.0,31.0,20.0
24411,29.0,36.0,21.0
24412,26.0,30.0,20.0
24413,27.0,6.0,6.0
24414,27.0,8.0,6.0
24415,28.0,35.0,20.0
24416,28.0,32.0,19.0
24417,27.0,32.0,21.0
24418,28.0,33.0,21.0
24419,25.0,30.0,19.0
24420,26.0,34.0,21.0
24421,28.0,35.0,20.0
24422,26.0,33.0,21.0
24423,26.0,31.0,19.0
24424,27.0,37.0,19.0
24425,28.0,37.0,21.0
24426,29.0,40.0,21.0
24427,28.0,32.0,21.0
24428,28.0,33.0,21.0
24429,26.0,31.0,18.0
24430,26.0,32.0,19.0
24431,28.0,30.0,20.0
24432,31.0,40.0,21.0
24433,28.0,36.0,22.0
24434,26.0,33.0,22.0
24435,26.0,32.0,21.0
24436,27.0,32.0,21.0
24437,26.0,33.0,22.0
24438,26.0,34.0,20.0
24439,18.0,26.0,20.0
24440,28.0,30.0,21.0
24441,28.0,31.0,21.0
24442,28.0,32.0,20.0
24443,28.0,26.0,23.0
24444,34.0,17.0,6.0
24445,27.0,31.0,21.0
24446,27.0,33.0,21.0
24447,26.0,33.0,21.0
24448,28.0,35.0,21.0
24449,25.0,29.0,20.0
24450,27.0,31.0,20.0
24451,28.0,33.0,23.0
24452,29.0,30.0,19.0
24453,27.0,33.0,22.0
24454,26.0,33.0,22.0
24455,26.0,40.0,21.0
24456,26.0,35.0,21.0
24457,27.0,32.0,20.0
24458,26.0,31.0,22.0
24459,25.0,28.0,19.0
24460,28.0,28.0,21.0
24461,26.0,35.0,20.0
24462,28.0,34.0,22.0
24463,26.0,34.0,21.0
24464,28.0,38.0,18.0
24465,26.0,31.0,20.0
24466,27.0,32.0,20.0
24467,28.0,34.0,21.0
24468,27.0,34.0,20.0
24469,28.0,31.0,21.0
24470,27.0,30.0,20.0
24471,27.0,36.0,19.0
24472,26.0,13.0,20.0
24473,24.0,6.0,20.0
24474,25.0,30.0,20.0
24475,26.0,22.0,21.0
24476,20.0,33.0,20.0
24477,20.0,33.0,20.0
24478,27.0,34.0,20.0
24479,27.0,34.0,20.0
24480,28.0,29.0,21.0
24481,28.0,29.0,21.0
24482,25.0,31.0,19.0
24483,30.0,36.0,22.0
24484,25.0,32.0,20.0
24485,26.0,31.0,18.0
24486,26.0,31.0,21.0
24487,26.0,31.0,21.0
24488,27.0,33.0,20.0
24489,27.0,35.0,22.0
24490,26.0,32.0,21.0
24491,24.0,31.0,19.0
24492,28.0,32.0,20.0
24493,25.0,34.0,20.0
24494,25.0,30.0,21.0
24495,27.0,33.0,19.0
24496,26.0,25.0,22.0
24497,27.0,33.0,21.0
24498,26.0,28.0,19.0
24499,26.0,35.0,21.0
24500,27.0,31.0,20.0
24501,19.0,6.0,22.0
24502,25.0,34.0,21.0
24503,26.0,33.0,20.0
24504,16.0,24.0,6.0
24505,24.0,32.0,18.0
24506,38.0,38.0,23.0
24507,26.0,30.0,20.0
24508,23.0,30.0,21.0
24509,26.0,31.0,21.0
24510,25.0,26.0,18.0
24511,15.0,6.0,20.0
24512,28.0,30.0,20.0
24513,29.0,35.0,21.0
24514,29.0,35.0,21.0
24515,25.0,31.0,21.0
24516,30.0,38.0,21.0
24517,25.0,30.0,20.0
24518,28.0,34.0,21.0
24519,25.0,28.0,6.0
24520,27.0,32.0,20.0
24521,9.0,15.0,20.0
24522,27.0,27.0,20.0
24523,28.0,33.0,20.0
24524,29.0,33.0,21.0
24525,25.0,30.0,20.0
24526,26.0,31.0,25.0
24527,28.0,38.0,23.0
24528,26.0,29.0,23.0
24529,27.0,34.0,23.0
24530,27.0,36.0,23.0
24531,27.0,27.0,25.0
24532,27.0,33.0,24.0
24533,28.0,37.0,24.0
24534,26.0,30.0,25.0
24535,28.0,34.0,23.0
24536,24.0,37.0,23.0
24537,26.0,33.0,23.0
24538,26.0,37.0,23.0
24539,25.0,30.0,22.0
24540,26.0,34.0,22.0
24541,26.0,30.0,24.0
24542,26.0,39.0,25.0
24543,29.0,39.0,25.0
24544,27.0,24.0,25.0
24545,25.0,32.0,24.0
24546,27.0,33.0,25.0
24547,29.0,35.0,24.0
24548,27.0,36.0,23.0
24549,24.0,29.0,23.0
24550,27.0,33.0,21.0
24551,23.0,30.0,22.0
24552,28.0,37.0,24.0
24553,26.0,32.0,23.0
24554,26.0,33.0,24.0
24555,28.0,39.0,25.0
24556,24.0,36.0,22.0
24557,27.0,29.0,24.0
24558,26.0,34.0,25.0
24559,29.0,35.0,25.0
24560,24.0,33.0,23.0
24561,27.0,27.0,22.0
24562,27.0,35.0,24.0
24563,29.0,38.0,25.0
24564,27.0,39.0,25.0
24565,27.0,39.0,24.0
24566,23.0,12.0,24.0
24567,24.0,33.0,22.0
24568,26.0,28.0,25.0
24569,25.0,30.0,23.0
24570,27.0,32.0,22.0
24571,27.0,32.0,22.0
24572,29.0,34.0,23.0
24573,25.0,33.0,23.0
24574,26.0,32.0,23.0
24575,26.0,24.0,25.0
24576,28.0,36.0,23.0
24577,25.0,31.0,24.0
24578,26.0,6.0,24.0
24579,26.0,33.0,8.0
24580,27.0,36.0,23.0
24581,27.0,37.0,25.0
24582,28.0,35.0,24.0
24583,12.0,24.0,24.0
24584,22.0,6.0,21.0
24585,13.0,25.0,24.0
24586,27.0,6.0,23.0
24587,29.0,37.0,22.0
24588,28.0,38.0,23.0
24589,26.0,35.0,22.0
24590,28.0,6.0,7.0
24591,29.0,32.0,24.0
24592,26.0,26.0,6.0
24593,28.0,38.0,22.0
24594,28.0,36.0,22.0
24595,25.0,35.0,24.0
24596,15.0,6.0,9.0
24597,27.0,35.0,23.0
24598,27.0,32.0,22.0
24599,29.0,33.0,24.0
24600,26.0,31.0,24.0
24601,27.0,33.0,25.0
24602,26.0,20.0,6.0
24603,24.0,23.0,23.0
24604,29.0,33.0,22.0
24605,28.0,33.0,23.0
24606,30.0,34.0,24.0
24607,28.0,33.0,23.0
24608,27.0,31.0,24.0
24609,27.0,30.0,22.0
24610,29.0,32.0,25.0
24611,28.0,27.0,23.0
24612,27.0,32.0,22.0
24613,29.0,26.0,23.0
24614,26.0,32.0,20.0
24615,24.0,30.0,22.0
24616,26.0,36.0,23.0
24617,24.0,33.0,22.0
24618,25.0,38.0,21.0
24619,27.0,36.0,25.0
24620,29.0,38.0,24.0
24621,16.0,6.0,10.0
24622,27.0,24.0,22.0
24623,29.0,36.0,24.0
24624,30.0,36.0,23.0
24625,23.0,6.0,23.0
24626,26.0,30.0,23.0
24627,25.0,29.0,22.0
24628,28.0,24.0,24.0
24629,25.0,11.0,24.0
24630,25.0,38.0,22.0
24631,28.0,30.0,24.0
24632,27.0,40.0,23.0
24633,8.0,6.0,6.0
24634,23.0,27.0,22.0
24635,25.0,24.0,6.0
24636,29.0,38.0,24.0
24637,28.0,34.0,24.0
24638,25.0,32.0,24.0
24639,28.0,31.0,23.0
24640,29.0,35.0,25.0
24641,27.0,37.0,24.0
24642,29.0,33.0,24.0
24643,28.0,31.0,20.0
24644,25.0,29.0,19.0
24645,28.0,6.0,7.0
24646,27.0,29.0,20.0
24647,26.0,24.0,6.0
24648,25.0,12.0,19.0
24649,30.0,31.0,21.0
24650,28.0,30.0,20.0
24651,26.0,30.0,19.0
24652,24.0,30.0,19.0
24653,27.0,31.0,20.0
24654,26.0,33.0,20.0
24655,27.0,32.0,19.0
24656,27.0,33.0,19.0
24657,26.0,31.0,20.0
24658,26.0,31.0,20.0
24659,26.0,31.0,19.0
24660,26.0,32.0,19.0
24661,29.0,33.0,22.0
24662,27.0,33.0,19.0
24663,25.0,34.0,19.0
24664,28.0,30.0,20.0
24665,25.0,30.0,18.0
24666,24.0,29.0,18.0
24667,24.0,30.0,19.0
24668,26.0,29.0,20.0
24669,26.0,34.0,19.0
24670,27.0,36.0,20.0
24671,25.0,34.0,18.0
24672,26.0,30.0,18.0
24673,26.0,30.0,18.0
24674,29.0,30.0,19.0
24675,28.0,32.0,19.0
24676,30.0,31.0,19.0
24677,28.0,30.0,19.0
24678,26.0,7.0,19.0
24679,26.0,34.0,18.0
24680,27.0,32.0,20.0
24681,29.0,38.0,21.0
24682,28.0,6.0,20.0
24683,27.0,31.0,19.0
24684,24.0,28.0,18.0
24685,26.0,32.0,18.0
24686,28.0,30.0,20.0
24687,25.0,30.0,21.0
24688,27.0,29.0,18.0
24689,25.0,27.0,17.0
24690,26.0,36.0,19.0
24691,28.0,31.0,20.0
24692,28.0,36.0,19.0
24693,27.0,29.0,20.0
24694,27.0,24.0,18.0
24695,25.0,29.0,20.0
24696,27.0,33.0,18.0
24697,27.0,28.0,17.0
24698,28.0,33.0,20.0
24699,25.0,30.0,18.0
24700,28.0,33.0,20.0
24701,27.0,34.0,21.0
24702,27.0,30.0,19.0
24703,26.0,34.0,24.0
24704,29.0,31.0,25.0
24705,11.0,31.0,24.0
24706,25.0,30.0,20.0
24707,31.0,6.0,25.0
24708,30.0,41.0,25.0
24709,24.0,39.0,26.0
24710,28.0,39.0,24.0
24711,30.0,38.0,26.0
24712,29.0,37.0,24.0
24713,31.0,40.0,24.0
24714,26.0,30.0,21.0
24715,32.0,36.0,26.0
24716,27.0,33.0,24.0
24717,27.0,35.0,24.0
24718,26.0,31.0,25.0
24719,29.0,33.0,26.0
24720,24.0,33.0,25.0
24721,26.0,33.0,24.0
24722,29.0,34.0,23.0
24723,27.0,37.0,24.0
24724,22.0,31.0,22.0
24725,26.0,32.0,23.0
24726,27.0,31.0,24.0
24727,38.0,37.0,27.0
24728,28.0,29.0,21.0
24729,28.0,35.0,23.0
24730,27.0,33.0,22.0
24731,26.0,35.0,23.0
24732,30.0,31.0,23.0
24733,28.0,32.0,23.0
24734,27.0,33.0,24.0
24735,23.0,34.0,25.0
24736,29.0,35.0,21.0
24737,26.0,29.0,24.0
24738,28.0,29.0,24.0
24739,27.0,31.0,24.0
24740,30.0,37.0,25.0
24741,26.0,32.0,29.0
24742,27.0,34.0,23.0
24743,30.0,37.0,24.0
24744,28.0,38.0,24.0
24745,31.0,40.0,24.0
24746,32.0,40.0,26.0
24747,30.0,38.0,24.0
24748,28.0,32.0,26.0
24749,30.0,40.0,26.0
24750,24.0,32.0,24.0
24751,30.0,30.0,26.0
24752,28.0,34.0,26.0
24753,30.0,38.0,24.0
24754,30.0,36.0,26.0
24755,28.0,6.0,24.0
24756,30.0,34.0,24.0
24757,29.0,30.0,22.0
24758,26.0,32.0,22.0
24759,25.0,36.0,22.0
24760,27.0,34.0,22.0
24761,28.0,36.0,22.0
24762,28.0,32.0,22.0
24763,26.0,38.0,21.0
24764,28.0,36.0,22.0
24765,26.0,32.0,26.0
24766,26.0,28.0,22.0
24767,26.0,34.0,22.0
24768,28.0,30.0,22.0
24769,30.0,36.0,23.0
24770,28.0,36.0,20.0
24771,28.0,36.0,24.0
24772,15.0,23.0,23.0
24773,27.0,32.0,22.0
24774,26.0,30.0,25.0
24775,26.0,33.0,25.0
24776,29.0,28.0,27.0
24777,28.0,35.0,25.0
24778,24.0,29.0,24.0
24779,27.0,33.0,24.0
24780,27.0,30.0,24.0
24781,27.0,34.0,24.0
24782,28.0,36.0,25.0
24783,27.0,34.0,25.0
24784,27.0,26.0,25.0
24785,27.0,27.0,25.0
24786,16.0,31.0,23.0
24787,24.0,31.0,24.0
24788,26.0,38.0,21.0
24789,27.0,31.0,25.0
24790,29.0,29.0,24.0
24791,25.0,30.0,25.0
24792,26.0,34.0,24.0
24793,26.0,36.0,22.0
24794,26.0,36.0,24.0
24795,25.0,32.0,6.0
24796,19.0,6.0,25.0
24797,26.0,33.0,25.0
24798,27.0,37.0,25.0
24799,26.0,32.0,25.0
24800,27.0,33.0,25.0
24801,26.0,36.0,25.0
24802,25.0,32.0,22.0
24803,28.0,33.0,23.0
24804,26.0,36.0,24.0
24805,27.0,31.0,24.0
24806,27.0,35.0,25.0
24807,13.0,6.0,23.0
24808,24.0,32.0,23.0
24809,26.0,34.0,26.0
24810,25.0,30.0,24.0
24811,28.0,35.0,25.0
24812,26.0,33.0,25.0
24813,25.0,27.0,25.0
24814,26.0,36.0,24.0
24815,27.0,32.0,25.0
24816,25.0,35.0,19.0
24817,26.0,28.0,23.0
24818,26.0,30.0,19.0
24819,23.0,29.0,19.0
24820,28.0,28.0,18.0
24821,30.0,31.0,19.0
24822,31.0,36.0,20.0
24823,30.0,28.0,20.0
24824,30.0,30.0,24.0
24825,31.0,34.0,19.0
24826,32.0,34.0,19.0
24827,26.0,36.0,19.0
24828,27.0,32.0,19.0
24829,28.0,34.0,20.0
24830,26.0,32.0,19.0
24831,26.0,30.0,20.0
24832,26.0,6.0,23.0
24833,26.0,30.0,24.0
24834,27.0,36.0,24.0
24835,26.0,34.0,24.0
24836,26.0,32.0,25.0
24837,26.0,32.0,25.0
24838,25.0,29.0,24.0
24839,27.0,26.0,25.0
24840,27.0,35.0,23.0
24841,25.0,30.0,20.0
24842,27.0,32.0,20.0
24843,23.0,30.0,20.0
24844,29.0,25.0,6.0
24845,26.0,34.0,21.0
24846,27.0,34.0,19.0
24847,23.0,33.0,18.0
24848,24.0,33.0,21.0
24849,28.0,34.0,21.0
24850,23.0,30.0,21.0
24851,24.0,32.0,20.0
24852,25.0,34.0,21.0
24853,26.0,28.0,18.0
24854,29.0,33.0,20.0
24855,27.0,30.0,19.0
24856,30.0,32.0,19.0
24857,26.0,26.0,17.0
24858,28.0,27.0,18.0
24859,26.0,30.0,18.0
24860,26.0,27.0,18.0
24861,25.0,6.0,18.0
24862,30.0,38.0,22.0
24863,30.0,23.0,17.0
24864,26.0,28.0,18.0
24865,28.0,30.0,19.0
24866,23.0,30.0,18.0
24867,28.0,38.0,18.0
24868,25.0,28.0,19.0
24869,26.0,30.0,19.0
24870,26.0,33.0,18.0
24871,25.0,24.0,19.0
24872,24.0,32.0,18.0
24873,25.0,22.0,17.0
24874,25.0,28.0,18.0
24875,27.0,30.0,18.0
24876,15.0,6.0,18.0
24877,27.0,6.0,6.0
24878,30.0,32.0,20.0
24879,25.0,29.0,18.0
24880,27.0,32.0,18.0
24881,28.0,30.0,19.0
24882,26.0,30.0,18.0
24883,26.0,28.0,18.0
24884,26.0,29.0,18.0
24885,24.0,30.0,18.0
24886,25.0,28.0,16.0
24887,27.0,31.0,19.0
24888,26.0,30.0,20.0
24889,25.0,29.0,17.0
24890,30.0,34.0,17.0
24891,25.0,30.0,17.0
24892,27.0,32.0,19.0
24893,27.0,31.0,18.0
24894,27.0,33.0,18.0
24895,29.0,34.0,18.0
24896,28.0,6.0,18.0
24897,27.0,33.0,18.0
24898,26.0,31.0,18.0
24899,30.0,34.0,19.0
24900,26.0,33.0,18.0
24901,26.0,30.0,18.0
24902,28.0,34.0,17.0
24903,26.0,31.0,18.0
24904,25.0,25.0,18.0
24905,24.0,30.0,18.0
24906,27.0,24.0,19.0
24907,24.0,30.0,16.0
24908,29.0,32.0,19.0
24909,26.0,34.0,18.0
24910,28.0,33.0,19.0
24911,26.0,30.0,20.0
24912,25.0,32.0,17.0
24913,28.0,28.0,19.0
24914,27.0,26.0,6.0
24915,26.0,29.0,19.0
24916,27.0,26.0,30.0
24917,26.0,27.0,32.0
24918,27.0,26.0,31.0
24919,6.0,15.0,32.0
24920,6.0,18.0,29.0
24921,22.0,26.0,17.0
24922,25.0,34.0,18.0
24923,26.0,32.0,18.0
24924,28.0,32.0,19.0
24925,26.0,28.0,19.0
24926,27.0,30.0,18.0
24927,29.0,34.0,21.0
24928,28.0,30.0,18.0
24929,27.0,28.0,19.0
24930,25.0,31.0,18.0
24931,25.0,31.0,18.0
24932,27.0,26.0,19.0
24933,27.0,31.0,19.0
24934,26.0,10.0,19.0
24935,27.0,34.0,17.0
24936,25.0,28.0,18.0
